list-il-s,8,2,1,48,366384,7633
list-dl-m,8,2,1,48,389620,8117
list-dl-s,8,2,1,48,336760,7015
list-idl-m,8,2,1,48,346362,7215
list-idl-s,8,2,1,48,328004,6833
list-i-m,8,4,1,96,351605,3662
list-i-s,8,4,1,96,254422,2650
list-d-m,8,4,1,96,295376,3076
list-d-s,8,4,1,96,373768,3893
list-l-m,8,4,1,96,335704,3496
list-l-s,8,4,1,96,283413,2952
list-id-m,8,4,1,96,337818,3518
list-id-s,8,4,1,96,414052,4313
list-il-m,8,4,1,96,333881,3477
list-il-s,8,4,1,96,423113,4407
list-dl-m,8,4,1,96,326931,3405
list-dl-s,8,4,1,96,321101,3344
list-idl-m,8,4,1,96,321264,3346
list-idl-s,8,4,1,96,338554,3526
list-i-m,8,8,1,192,282652,1472
list-i-s,8,8,1,192,329939,1718
list-d-m,8,8,1,192,372776,1941
list-d-s,8,8,1,192,333064,1734
list-l-m,8,8,1,192,356225,1855
list-l-s,8,8,1,192,413579,2154
list-id-m,8,8,1,192,463574,2414
list-id-s,8,8,1,192,313690,1633
list-il-m,8,8,1,192,972086,5062
list-il-s,8,8,1,192,1148346,5980
list-dl-m,8,8,1,192,808259,4209
list-dl-s,8,8,1,192,498249,2595
list-idl-m,8,8,1,192,1120298,5834
list-idl-s,8,8,1,192,1606656,8368
list-i-m,8,16,1,384,346880,903
list-i-s,8,16,1,384,326240,849
list-d-m,8,16,1,384,350019,911
list-d-s,8,16,1,384,305707,796
list-l-m,8,16,1,384,2691850,7010
list-l-s,8,16,1,384,7052142,18364
list-id-m,8,16,1,384,984951,2564
list-id-s,8,16,1,384,502800,1309
list-il-m,8,16,1,384,3221779,8390
list-il-s,8,16,1,384,7808297,20334
list-dl-m,8,16,1,384,2237563,5826
list-dl-s,8,16,1,384,5571420,14508
list-idl-m,8,16,1,384,3567576,9290
list-idl-s,8,16,1,384,3658111,9526
list-i-m,8,32,1,768,1268454,1651
list-i-s,8,32,1,768,2584284,3364
list-d-m,8,32,1,768,1487490,1936
list-d-s,8,32,1,768,2057112,2678
list-l-m,8,32,1,768,9813376,12777
list-l-s,8,32,1,768,20711777,26968
list-id-m,8,32,1,768,2236809,2912
list-id-s,8,32,1,768,2034780,2649
list-il-m,8,32,1,768,11981554,15600
list-il-s,8,32,1,768,27929848,36366
list-dl-m,8,32,1,768,9263431,12061
list-dl-s,8,32,1,768,14510534,18893
list-idl-m,8,32,1,768,13043583,16983
list-idl-s,8,32,1,768,19771584,25744
list-i-m,12,1,1,36,380325,10564
list-i-s,12,1,1,36,433616,12044
list-d-m,12,1,1,36,452125,12559
list-d-s,12,1,1,36,369896,10274
list-l-m,12,1,1,36,386900,10747
list-l-s,12,1,1,36,382711,10630
list-id-m,12,1,1,36,388825,10800
list-id-s,12,1,1,36,413018,11472
list-il-m,12,1,1,36,373350,10370
list-il-s,12,1,1,36,368646,10240
list-dl-m,12,1,1,36,412018,11444
list-dl-s,12,1,1,36,423367,11760
list-idl-m,12,1,1,36,364689,10130
list-idl-s,12,1,1,36,352801,9800
list-i-m,12,2,1,72,444075,6167
list-i-s,12,2,1,72,399319,5546
list-d-m,12,2,1,72,391091,5431
list-d-s,12,2,1,72,393463,5464
list-l-m,12,2,1,72,337471,4687
list-l-s,12,2,1,72,381773,5302
list-id-m,12,2,1,72,391200,5433
list-id-s,12,2,1,72,391352,5435
list-il-m,12,2,1,72,382656,5314
list-il-s,12,2,1,72,419710,5829
list-dl-m,12,2,1,72,386278,5364
list-dl-s,12,2,1,72,387104,5376
list-idl-m,12,2,1,72,363282,5045
list-idl-s,12,2,1,72,362476,5034
list-i-m,12,4,1,144,428602,2976
list-i-s,12,4,1,144,402219,2793
list-d-m,12,4,1,144,362110,2514
list-d-s,12,4,1,144,354325,2460
list-l-m,12,4,1,144,309711,2150
list-l-s,12,4,1,144,330182,2292
list-id-m,12,4,1,144,361493,2510
list-id-s,12,4,1,144,348463,2419
list-il-m,12,4,1,144,377695,2622
list-il-s,12,4,1,144,377571,2622
list-dl-m,12,4,1,144,356866,2478
list-dl-s,12,4,1,144,398425,2766
list-idl-m,12,4,1,144,402957,2798
list-idl-s,12,4,1,144,390254,2710
list-i-m,12,8,1,288,416645,1446
list-i-s,12,8,1,288,336456,1168
list-d-m,12,8,1,288,429278,1490
list-d-s,12,8,1,288,388820,1350
list-l-m,12,8,1,288,874999,3038
list-l-s,12,8,1,288,1783562,6192
list-id-m,12,8,1,288,395176,1372
list-id-s,12,8,1,288,392892,1364
list-il-m,12,8,1,288,2058379,7147
list-il-s,12,8,1,288,1571525,5456
list-dl-m,12,8,1,288,1086513,3772
list-dl-s,12,8,1,288,2077098,7212
list-idl-m,12,8,1,288,1637303,5685
list-idl-s,12,8,1,288,1544318,5362
list-i-m,12,16,1,576,560512,973
list-i-s,12,16,1,576,1430884,2484
list-d-m,12,16,1,576,929115,1613
list-d-s,12,16,1,576,733723,1273
list-l-m,12,16,1,576,3811726,6617
list-l-s,12,16,1,576,15000573,26042
list-id-m,12,16,1,576,1283512,2228
list-id-s,12,16,1,576,1147762,1992
list-il-m,12,16,1,576,6571167,11408
list-il-s,12,16,1,576,7752893,13459
list-dl-m,12,16,1,576,6044500,10493
list-dl-s,12,16,1,576,9926161,17232
list-idl-m,12,16,1,576,7065430,12266
list-idl-s,12,16,1,576,13232301,22972
list-i-m,12,32,1,1152,2608222,2264
list-i-s,12,32,1,1152,6344285,5507
list-d-m,12,32,1,1152,2342409,2033
list-d-s,12,32,1,1152,3220791,2795
list-l-m,12,32,1,1152,20233768,17564
list-l-s,12,32,1,1152,48409502,42022
list-id-m,12,32,1,1152,2977153,2584
list-id-s,12,32,1,1152,7619820,6614
list-il-m,12,32,1,1152,22306908,19363
list-il-s,12,32,1,1152,53493078,46434
list-dl-m,12,32,1,1152,22534167,19560
list-dl-s,12,32,1,1152,40457131,35119
list-idl-m,12,32,1,1152,24877195,21594
list-idl-s,12,32,1,1152,46912743,40722
list-none-m,1,1000,1,3000,3650329,1216
list-none-s,1,1000,1,3000,3912450,1304
list-none-m,1,1000,1,3000,3737745,1245
list-none-s,1,1000,1,3000,3712471,1237
list-none-m,1,1000,1,3000,3819614,1273
list-none-s,1,1000,1,3000,3875125,1291
list-none-m,1,1000,1,3000,3641988,1213
list-none-s,1,1000,1,3000,4008301,1336
list-none-m,1,1000,1,3000,4182786,1394
list-none-s,1,1000,1,3000,3976413,1325
list-none-m,1,1000,1,3000,3652172,1217
list-none-s,1,1000,1,3000,3621355,1207
list-none-m,1,1000,1,3000,3679368,1226
list-none-s,1,1000,1,3000,3648368,1216
list-none-m,2,1000,1,6000,23492741,3915
list-none-s,2,1000,1,6000,12554714,2092
list-none-m,2,1000,1,6000,23904240,3984
list-none-s,2,1000,1,6000,44457187,7409
list-none-m,2,1000,1,6000,24735109,4122
list-none-s,2,1000,1,6000,13762247,2293
list-none-m,2,1000,1,6000,23603112,3933
list-none-s,2,1000,1,6000,15015231,2502
list-none-m,2,1000,1,6000,22605872,3767
list-none-s,2,1000,1,6000,37358167,6226
list-none-m,2,1000,1,6000,29293772,4882
list-none-s,2,1000,1,6000,37116962,6186
list-none-m,2,1000,1,6000,24590978,4098
list-none-s,2,1000,1,6000,37770755,6295
list-none-m,4,1000,1,12000,129535910,10794
list-none-s,4,1000,1,12000,295050595,24587
list-none-m,4,1000,1,12000,110480819,9206
list-none-s,4,1000,1,12000,245810709,20484
list-none-m,4,1000,1,12000,110497006,9208
list-none-s,4,1000,1,12000,181352021,15112
list-none-m,4,1000,1,12000,93685469,7807
list-none-s,4,1000,1,12000,106158324,8846
list-none-m,4,1000,1,12000,118595942,9882
list-none-s,4,1000,1,12000,224915991,18742
list-none-m,4,1000,1,12000,110048097,9170
list-none-s,4,1000,1,12000,212758728,17729
list-none-m,4,1000,1,12000,92948954,7745
list-none-s,4,1000,1,12000,139210439,11600
list-none-m,8,1000,1,24000,378946885,15789
list-none-s,8,1000,1,24000,1364445185,56851
list-none-m,8,1000,1,24000,439900083,18329
list-none-s,8,1000,1,24000,1345210754,56050
list-none-m,8,1000,1,24000,432306451,18012
list-none-s,8,1000,1,24000,1197445289,49893
list-none-m,8,1000,1,24000,419186852,17466
list-none-s,8,1000,1,24000,1382402624,57600
list-none-m,8,1000,1,24000,390765548,16281
list-none-s,8,1000,1,24000,2223483543,92645
list-none-m,8,1000,1,24000,389917680,16246
list-none-s,8,1000,1,24000,1402182365,58424
list-none-m,8,1000,1,24000,442109102,18421
list-none-s,8,1000,1,24000,1900772930,79198
list-none-m,12,1000,1,36000,1015240942,28201
list-none-s,12,1000,1,36000,5616627908,156017
list-none-m,12,1000,1,36000,794053484,22057
